Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight
872,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,38019,110,1,0,1600,5,5,1070
873,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,37759,110,1,0,1600,5,5,1070
874,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,37500,110,0,0,1600,5,5,1085
875,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,37111,110,1,0,1600,3,5,1050
876,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,37000,86,0,0,1300,3,5,1015
877,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,36954,110,1,0,1600,3,5,1050
878,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,36943,110,0,0,1600,5,5,1070
879,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,36923,86,0,0,1300,5,5,1050
880,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,36658,110,0,0,1600,3,5,1050
881,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,36000,86,1,0,1300,3,5,1015
882,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,36000,110,1,0,1600,3,6,1065
883,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,35512,110,1,0,1600,3,6,1065
884,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,35283,86,1,0,1300,3,5,1015
885,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,35000,110,1,0,1600,3,5,1050
886,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,35000,86,1,0,1300,5,5,1045
887,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,34114,110,0,0,1600,3,5,1050
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,34000,110,0,0,1600,5,5,1075
889,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,33847,86,1,0,1300,4,5,1000
890,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,33535,110,0,0,1600,4,5,1035
891,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,33000,110,0,0,1600,3,5,1050
892,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,32150,110,1,0,1600,5,5,1085
893,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,31588,86,1,0,1300,3,5,1015
894,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,31480,110,1,0,1600,3,6,1065
895,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,31307,110,1,0,1600,5,5,1070
896,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,31000,110,1,0,1600,4,5,1035
897,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,30634,110,1,0,1600,5,5,1075
898,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,30300,86,1,0,1300,4,5,1000
899,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,28500,86,1,1,1300,3,5,1045
900,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,28500,110,0,0,1600,5,5,1075
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,28000,86,0,0,1300,3,5,1015
902,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,26698,110,0,0,1600,3,5,1055
903,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,26000,107,0,1,1600,3,5,1085
904,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,25505,86,1,0,1300,5,5,1035
905,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,25000,110,1,0,1600,5,5,1075
906,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,22835,110,1,0,1600,3,5,1050
907,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,22705,110,1,0,1600,5,5,1075
908,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,22178,86,1,0,1300,3,5,1015
909,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,17345,110,1,0,1600,3,5,1050
910,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,15535,86,1,1,1300,4,5,1030
911,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,15110,86,0,0,1300,5,5,1035
912,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,176177,110,1,0,1600,5,5,1075
913,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,176000,86,0,0,1300,5,5,1035
914,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,164000,110,1,0,1600,3,5,1050
915,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,161775,86,1,0,1300,3,5,1015
916,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,160000,86,0,0,1300,3,5,1015
917,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,159908,110,0,0,1600,3,5,1050
918,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,158492,86,0,0,1300,3,5,1015
919,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,156169,86,1,0,1300,5,5,1035
920,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,155210,110,0,0,1600,3,5,1050
921,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,146197,86,0,0,1300,3,5,1015
922,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,145996,110,0,0,1600,4,5,1035
923,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,143560,86,1,1,1300,3,5,1045
924,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,138500,86,0,0,1300,5,5,1050
925,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,134539,110,0,0,1600,5,5,1070
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,131307,110,1,0,1600,3,5,1050
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,130025,110,1,0,1600,3,5,1050
928,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,130000,86,0,0,1300,5,5,1015
929,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,128960,110,1,0,1600,5,5,1070
930,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,128351,110,1,0,1600,5,5,1070
931,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,128006,110,1,0,1600,3,5,1050
932,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,126478,110,1,0,1600,4,5,1035
933,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,126000,110,1,0,1600,5,5,1050
934,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,125778,110,0,0,1600,3,5,1050
935,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,125400,110,0,0,1600,3,5,1050
936,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,124743,110,1,0,1600,3,5,1050
937,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,124591,110,1,0,1600,5,5,1075
938,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,124057,110,1,0,1600,3,5,1050
939,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,123403,110,1,0,1600,3,5,1050
940,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,123104,110,1,0,1600,5,5,1070
941,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,123077,86,1,0,1300,3,5,1015
942,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,122820,86,0,0,1300,5,5,1040
943,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,122290,110,0,0,1600,3,5,1050
944,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,121900,110,1,0,1600,4,5,1035
945,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,121545,110,1,0,1600,5,5,1070
946,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,120196,110,1,0,1600,3,5,1050
947,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,120000,110,0,0,1600,5,5,1085
948,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,120000,110,0,0,1600,5,5,1075
949,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,115877,110,0,0,1600,4,5,1035
950,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,115345,110,1,0,1600,5,5,1070
951,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,115157,110,1,0,1600,3,5,1050
952,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,115000,107,1,1,1600,5,5,1100
953,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,114258,86,1,0,1300,5,5,1050
954,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,112307,110,1,0,1600,5,5,1070
955,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,112000,86,1,0,1300,3,5,1015
956,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,111602,86,1,0,1300,3,5,1015
957,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,110901,110,1,0,1600,5,5,1085
958,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,110887,110,1,0,1600,3,5,1055
959,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,110634,86,1,0,1300,3,5,1015
960,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,110000,110,1,0,1600,4,5,1035
961,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,109540,110,0,0,1600,5,5,1085
962,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,109263,110,0,0,1600,5,5,1070
963,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,107516,110,1,0,1600,3,5,1050
964,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,107108,110,1,0,1600,3,5,1050
965,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,107000,110,1,0,1600,3,5,1050
966,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,106250,110,0,0,1600,5,5,1070
967,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,106150,86,0,0,1300,3,5,1015
968,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,106108,110,1,0,1600,3,5,1050
969,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,105856,86,0,0,1300,3,5,1015
970,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,105152,86,0,0,1300,3,5,1015
971,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,105135,110,1,0,1600,3,5,1050
972,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,104344,110,1,0,1600,3,5,1050
973,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,104150,110,1,0,1600,3,5,1050
974,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,104000,86,1,0,1300,3,5,1010
975,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,103121,86,1,0,1300,5,5,1035
976,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,102300,86,1,0,1300,3,5,1015
977,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,102005,107,1,1,1600,5,5,1105
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,102000,86,1,0,1300,3,5,1015
979,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,101855,110,1,0,1600,5,5,1070
980,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,101773,110,0,0,1600,3,5,1050
981,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,101159,110,1,0,1600,5,5,1085
982,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,101000,86,0,0,1300,3,5,1015
983,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,100732,86,1,1,1300,4,5,1030
984,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,100719,110,0,0,1600,5,5,1070
985,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,100487,110,0,0,1600,4,5,1035
986,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,100458,110,0,0,1600,5,5,1085
987,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,100192,110,1,0,1600,3,5,1050
988,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,100123,110,1,0,1600,3,5,1050
989,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,99971,110,1,0,1600,3,5,1050
990,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,99397,86,0,0,1300,5,5,1035
991,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,99374,86,1,0,1300,5,5,1035
992,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,99245,110,1,0,1600,5,5,1114
993,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,98742,110,0,0,1600,5,5,1085
994,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,98154,110,1,0,1600,3,5,1050
995,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,98000,110,1,0,1600,5,5,1065
996,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,97548,86,0,0,1300,5,5,1035
997,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,97534,110,1,0,1600,5,5,1070
998,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,97494,110,1,0,1600,5,5,1085
999,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,97085,110,1,0,1600,5,5,1085
1000,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,97000,110,0,0,1600,4,5,1035
1001,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,96302,86,1,0,1300,3,5,1015
1002,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,96000,86,1,0,1300,3,5,1015
1003,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,96000,110,1,0,1600,5,5,1085
1004,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,95909,110,1,0,1600,5,5,1070
1005,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,95700,110,0,0,1600,5,5,1085
1006,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,95651,110,1,0,1600,5,5,1070
1007,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,95000,86,1,0,1300,5,5,1035
1008,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,94447,110,0,0,1600,3,5,1050
1009,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,94079,110,1,0,1600,5,5,1085
1010,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,93841,110,0,0,1600,5,5,1070
1011,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,93090,86,1,0,1300,5,5,1035
1012,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,93066,110,1,0,1600,5,5,1075
1013,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,93039,110,1,0,1600,3,5,1050
1014,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,93000,110,1,0,1600,5,5,1075
1015,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,92830,86,1,0,1300,3,5,1015
1016,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,92255,107,0,1,1600,5,5,1105
1017,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,92096,86,1,0,1300,5,5,1035
1018,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,91921,86,1,0,1300,3,5,1020
1019,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,91900,86,1,0,1300,3,5,1015
1020,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,91399,110,1,0,1600,5,5,1070
1021,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,91082,110,1,0,1600,3,5,1050
1022,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,90370,86,1,0,1300,5,5,1035
1023,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,90345,86,1,0,1300,5,5,1035
1024,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,90305,86,1,0,1300,3,5,1015
1025,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,90011,86,0,1,1300,3,5,1045
1026,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,90000,86,1,0,1300,3,5,1015
1027,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,89983,110,0,0,1600,3,5,1055
1028,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,89953,110,0,0,1600,5,5,1114
1029,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,89739,86,1,0,1300,5,5,1035
1030,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,89520,110,1,0,1600,3,5,1050
1031,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,89507,86,0,0,1300,3,5,1015
1032,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,89096,110,1,0,1600,5,5,1085
1033,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,88700,110,1,0,1600,3,5,1050
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,88500,110,1,0,1600,5,5,1075
1035,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,88000,110,1,0,1600,3,5,1050
1036,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,87743,110,0,0,1600,3,5,1055
1037,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,87613,86,0,0,1300,3,5,1015
1038,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,87358,110,1,0,1600,3,5,1050
1039,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,87083,110,0,0,1600,4,5,1035
1040,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,87000,110,1,0,1600,4,5,1035
1041,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,87000,110,1,0,1600,4,5,1035
1042,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,87000,86,1,0,1300,3,5,1015
1043,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,87000,86,1,0,1300,3,5,1015
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,86860,110,0,0,1600,5,5,1075
1045,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,86109,110,1,0,1600,3,5,1055
1046,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,86000,86,1,0,1300,5,5,1040
1047,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,86000,110,0,0,1600,3,5,1050
1048,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,85565,110,0,0,1600,5,5,1070
1049,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,85470,107,0,1,1600,3,5,1080
1050,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,85200,110,1,0,1600,3,5,1050
1051,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,85000,110,1,0,1600,3,5,1055
1052,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,84988,110,1,0,1600,3,5,1050
1053,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,84966,110,0,0,1600,5,5,1070
1054,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,84472,110,1,0,1600,5,5,1070
1055,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,84402,110,1,0,1600,4,5,1035
1056,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,84123,110,0,0,1600,3,5,1050
1057,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,84000,110,0,0,1600,5,5,1075
1058,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,84000,110,1,0,1600,5,5,1065
1059,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,84000,110,1,0,1600,5,5,1085
1060,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,83850,110,1,0,1600,3,5,1055
1061,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,83540,110,1,0,1600,5,5,1070
1062,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,83405,110,1,0,1600,5,5,1070
1063,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,83291,110,1,0,1600,5,5,1070
1064,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,83133,86,0,0,1300,3,5,1015
1065,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,83047,86,1,1,1300,3,5,1045
1066,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,82700,110,0,0,1600,3,5,1050
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,82675,86,0,0,1300,3,5,1015
1068,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,78,82595,86,1,0,1300,3,5,1015
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,82256,110,1,0,1600,3,5,1050
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,82103,86,1,0,1300,3,5,1015
1071,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,82021,86,1,0,1300,5,5,1035
1072,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8950,71,82000,110,1,0,1600,5,5,1075
1073,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,81988,110,1,0,1600,5,5,1070
1074,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,81930,110,0,0,1600,5,5,1070
1075,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,70,81663,110,0,0,1600,3,5,1050
1076,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,80486,110,1,0,1600,5,5,1070
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,7250,78,80000,110,1,0,1600,4,5,1065
1078,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,79000,86,0,0,1300,3,5,1015
1079,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,78894,110,0,0,1600,5,5,1070
1080,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,78689,110,0,0,1600,4,5,1035
1081,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,78435,86,0,0,1300,3,5,1015
1082,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,8500,71,78260,110,0,0,1600,3,5,1050
1083,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,78120,110,1,0,1600,5,5,1075
1084,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,77,77000,86,0,0,1300,3,5,1015
1085,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,77000,110,0,0,1600,3,5,1050
1086,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,76382,110,1,0,1600,3,5,1055
1087,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,76268,86,1,0,1300,3,5,1015
1088,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,76151,86,1,0,1300,3,5,1015
1089,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,76000,110,0,0,1600,3,5,1050
