report_id,subject,transport_mode,detection
MOR43019,288 spider tortoises seized in Tolaira - 1 arrested,,
MOR43041,"3 companies fined for illegally trading in protected timber in Alto Paraíso, Rondônia",Land - Vehicle,
MOR43042,29.4 m3 of timber seized in Humaitá,Land - Vehicle,
MOR43043,"18 m3 of wood seized in Macatuba, São Paulo - 1 fined",Land - Vehicle,
MOR43044,"28 m3 of logs seized in Santarém, Para",,Intelligence
MOR43070,"98m3 of timber seized in Anapu, Para - 5 arrested",,
MOR43136,"85 kg tusks seized in Rotterdam, South Holland",Sea,Operation
MOR43202,Seafood distributor & 8 employees charged for trafficking European eels via China,Sea,Investigation
MOR43203,Pau-Brasil bows seized at Guarulhos Airport - 1 fined,Air,
MOR43204,"12.5 m3 of timber seized on AM-070, Amazonas - 3 arrested",Land - Vehicle,
MOR43205,"Illegal logging in Peixoto de Azevedo, Mato Grosso",,Intelligence
MOR43217,"37 radiated tortoises seized in Beahitse, Ampanihy District - arrests made",,
MOR43218,111 m3 of Myanmar teak (worth over €1 million) seized in Hamburg - 1 ex-director of timber depot convicted,,Operation
MOR43219,"2 leopard skins and 1 leopard head seized in Budhanilkantha, Bagmati  - 4 arrested",,
MOR43220,72 ivory carvings (28.1 kg) seized in Tianjin,,
MOR43221,4 ivory bangles seized at Chengdu Shuangliu Airport,Air,
MOR43222,2 scroll heads (0.504 kg) seized in Suzhou,,
MOR43223,"3 ivory pieces (10 kg) seized in Subarnapur, Odisha - 1 arrested",,Intelligence
MOR43225,"1 live pangolin seized in Bolangir District, Odisha - 2 arrested",,
MOR43226,"6.9 kg of pangolin scales seized in Ganjam district, Odisha - 1 arrested",,Intelligence
MOR43227,21 ivory pieces seized in Gutu - 1 arrested,,
MOR43265,"Rose Ringed Parakeets seized at Agartala Railway Station, Tripura",Land - Train,
MOR43266,"2 wild boar tusks seized in Udaipur, Rajasthan - 3 arrested",,
MOR43267,"8.5 kg of turtle calipee seized at Kashimpur Railway halt, Amethi, Uttar Pradesh - 3 arrested",Land - Train,
MOR43268,"3 leopard skins seized in Ludhiana, Punjab - 1 charged",,Intelligence
MOR43269,"1 live pangolin seized in Bastar District, Chhattisgarh - 3 arrested",,
MOR43270,"5 blackbucks seized in Nanded, Maharashtra",,Intelligence
MOR43271,"1 spotted deer skin and 1 pair of antlers seized in Bijadandi, Madhya Pradesh - 1 arrested",,
MOR43272,"200 live turtles seized at Balamau railway station, Hardoi, Uttar Pradesh - 1 arrested",,Intelligence
MOR43273,"2 jars of snake venom seized in Howrah, West Bengal - 1 arrested",,
MOR43274,"1 leopard skin seized in Shahpur, Madhya Pradesh - 2 arrested",,
MOR43275,"1 leopard skin seized in Ghoshpukur, West Bengal - 3 arrested",,Intelligence
MOR43276,"8 parakeet chicks and 2 deer antlers seized in Madurai, Tamil Nadu - 3 arrested",,Operation
MOR43277,"57 Tibetan antelope shawls seized in Okhla, Delhi",,Operation
MOR43278,"150 kg of sea cucumbers and 650 kg of shark fins seized in Mandapam, Tamil Nadu",,Operation
MOR43279,"10 snakes and 1 softshell turtle seized in Biloli, Maharashtra - 1 arrested",,
MOR43280,"134 plum headed parakeets, 112 rose-ringed parakeets, 2 Alexandrine parakeets and 184 red munia seized in Jama Masjid, Delhi - 1 arrested",,Operation
MOR43281,"14 ivory carvings seized in Madurai, Tamil Nadu - 1 arrested",,Operation
MOR43282,"Ivory carvings, 1 big cat tooth, 4 sea shells & 1 hathaa jodi seized in Kharghar, Navi Mumbai, Maharashtra",,Operation
MOR43287,534 kg of timber seized along the Nairobi-Nakuru-Mau Summit Highway - 5 charged,Land - Vehicle,Targeting
MOR43304,4 tusks (13 kg) & 1 elephant tail seized in Kamativi - 5 charged,,Intelligence
MOR43320,"5 Leopard cats (7.7 kg) seized in Dien Bien Phu, Dien Bien",,
MOR43352,"4,670 kg of red sandalwood seized at the Kwai Chung Customhouse",Sea,Risk Assessment
MOR43354,500 kg of red sandalwood seized at Hong Kong International Airport,Air,Routine Inspection
MOR43355,"3,378 kg of red sandalwood seized at Hong Kong International Airport",Air,Risk Assessment
MOR43362,"Timber seized at illegal sawmill in Mohanbari, Assam",,Intelligence
MOR43363,"1.2 m3 of timber seized in Kadalimunda, Odisha",Land - Vehicle,Targeting
MOR43369,"30 m3 of wood seized on BR-422, Marabá, Pará",Land - Vehicle,
MOR43370,"13.15 m3 of timber seized on  BR-230, Altamira (PA), Pará",Land - Vehicle,
MOR43371,"14.13 m3 of timber seized on BR-316, Santa Maria, Pará",Land - Vehicle,
MOR43401,"26.66 m3 of timber seized in Acrelândia, Acre - 2 arrested",Land - Vehicle,
MOR43404,"Timber seized in Hayanpalapora, Jammu and Kashmir - suspect fled",,Intelligence
MOR43406,"1 live Sunda pangolin (4.2 kg) seized in Tuy Duc District, Dak Nong - 1 charged",,
MOR43407,Khair timber seized on Pune-Bengaluru National Highway 04 - 1 arrested,,Targeting
MOR43408,"Khair wood seized in Satara, Maharashtra - 3 arrested (1 absconded)",,Intelligence
MOR43410,"21 Khair logs seized in Nashik, Maharashtra - 1 absconded",Land - Vehicle,
MOR43411,"145 red sanders logs seized in Satyavedu, Andhra Pradesh - 6 arrested",,
MOR43413,"20 red sanders logs seized in Seshachalam Forest, Andhra Pradesh - 3 arrested",,
MOR43414,"119 red sanders logs seized in Puttur, Andhra Pradesh - 2 arrested",,
MOR43415,"11,800 kg of red sanders logs seized at Mundra Port",Sea,
MOR43416,"5,400 kg of red sanders seized at Mundra Port",Sea,
MOR43417,"74 red sanders logs seized in Arcotkuppam, Tamil Nadu",Land - Vehicle,
MOR43418,"2,200 kg of red sanders seized in Willingdon Island, Kochi",Sea,Intelligence
MOR43419,"1,030 kg red sanders logs seized in Chittoor, Andhra Pradesh - 3 arrested",,
MOR43420,"73 red sanders logs (1,300 kg) seized in Hindupur, Andhra Pradesh - 9 arrested",Land - Vehicle,Intelligence
MOR43421,"19 red sanders logs seized in Ragigunta, Andhra Pradesh - 5 arrested",Land - Vehicle,
MOR43423,"20,000 kg of red sanders logs seized at Pudurpandiyapuram toll plaza, Tamil Nadu",Land - Vehicle,Intelligence
MOR43425,"11 red sanders logs seized in Balapalle, Andhra Pradesh - 1 arrested",,
MOR43426,"4,800 kg of red sanders seized at the Inland Cargo Depot (ICD), Whitefield, Bengaluru",,
MOR43430,45 red sanders logs seized in Tamil Nadu - 58 arrested,Land - Vehicle,Intelligence
MOR43435,2 tusks seized in Lome - 2 arrested,,
MOR43436,1 live pangolin seized in Lilongwe - 2 arrested,,Intelligence
MOR43437,4 ivory pieces (19.58 kg) seized in Brazzaville - 2 arrested,Land - Vehicle,Operation
MOR43440,"6 Great hornbills, 2 Wreathed hornbills and 2 Tiger cubs were seized in Than Prasat, Nakhon Ratchasima - 1 arrested",,
MOR43441,537 kg of sandalwood seized in Busia - 5 charged,Land - Vehicle,Intelligence
MOR43442,"1,500 kg of ivory seized in Lubumbashi - 5 arrested",Land - Vehicle,
MOR43443,"68 kg of hippo teeth seized in Hima, Kasese - 1 arrested",,
MOR43463,"114 cft sawn timber seized in Aloosa village, Jammu and Kashmir",,Intelligence
MOR43464,"4 impalas, dried lion and zebra meat seized in Beitbridge, Matabeleland South - 2 arrested",,Routine Inspection
MOR43471,"Timber seized in Rangapani, Assam - 1 arrested",Land - Vehicle,
MOR43472,"7,662 kg of timber seized in Toungoo District",,
MOR43473,"1,036 kg of timber seized in Indaw Township, Katha District",,
MOR43475,"5 suspects arrested for illegal logging in Nagragadian, Barangay La Torre, North Bayombong, Nueva Vizcaya",,Intelligence
MOR43476,Teak seized in Bago Region,,
MOR43477,"5,688.2 kg of timber seized in Tamu Township, Sagaing",,
MOR43478,Teak seized in Kachin,Land - Vehicle,
MOR43479,"Timber seized in Raikot, Diamer district, Gilgit-Baltistan - 12 convicted",,
MOR43480,"108 timber sleepers seized in Bahrain, Swat District, Khyber Pakhtunkhwa - 1 arrested",,Operation
MOR43481,"3,200.6 kg of Taungthayat wood seized in Gwa Township, Rakhine",,Routine Inspection
MOR43485,"22 kg of sandalwood seized in Bandipur Forest, Karnataka - 3 arrested",,Operation
MOR43486,"89 red sanders logs (2,725 kg) seized in Bangalore–Chennai Expressway, Chittoor, Andhra Pradesh - 7 arrested",Land - Vehicle,Intelligence
MOR43487,"2,000 kg of ivory seized in Lubumbashi - 3 arrested",,
MOR43488,"timber seized in Kulyang, Manipur",Land - Vehicle,
MOR43489,"0.5 m3 timber seized in Handwara, Jammu and Kashmir - suspect fled",Land - Vehicle,Intelligence
MOR43490,"Timber seized in Imoga, Edo State - 3 arrested",,Intelligence
MOR43491,3 forest department personnel injured after being attacked by timber smugglers,,Intelligence
MOR43492,"329 pieces of sawn wood seized in Pinamar village, President Manuel A. Roxas town, Zamboanga del Norte",,
MOR43493,Timber seized from a train in Telangana - 2 arrested,Land - Train,
MOR43494,"Tita-Sopa wood seized in Dihing Patkai National Park, Assam - 4 arrested",,
MOR43495,"22 red sanders logs (530 kg) seized in Mandapalli, Andhra Pradesh - 3 arrested",,Intelligence
MOR43496,"1,929.2 kg of sawn ironwood seized in Aingtonkun, Bago",,
MOR43497,"605 kg of teak furniture seized in Letpadansu village, Hmawby Township, Yangon",Land - Vehicle,
MOR43498,"100 pieces of sawn wood seized in Trapeang Chor commune, Oral district, Kampong Speu - suspect escaped",Land - Vehicle,Operation
MOR43500,"Teak, pyingado and other timbers seized in oungoo and Pyay Districts, Bago",,
MOR43501,"16 red sanders logs seized in Gilakallu, Seshachalam Hills, Andhra Pradesh",,Routine Inspection
MOR43502,"Timber seized in Baramulla, Jammu and Kashmir - 1 arrested",Land - Vehicle,
MOR43503,"2,400 m3 of timber seized in Po Tbeng Village, Nitan Commune, Bor Seth District, Kampong Speu - 2 suspects escaped",,Operation
MOR43504,"Sandalwood logs seized in Ramakkalmedu, Kerala",,
MOR43505,"21 red sanders logs seized near Kalyani Dam, Chandragiri, Andhra Pradesh",,
MOR43506,4.1102 tons of teak seized in Yangon North District,Land - Vehicle,Routine Inspection
MOR43507,"15.9068 tonnes of teak and hardwood seized in Bago, Toungoo and Thayawady districts",,Routine Inspection
MOR43508,"1.7540 tonnes of teak seized in Toungoo and Pyay Districts, Bago Region",,
MOR43509,"23 Lauan logs seized in Barangay Mabantao, Kapalong, Davao del Norte - 1 arrested",Land - Vehicle,Operation
MOR43510,"1,500 wooden planks seized in Windhoek",,
MOR43511,1 suspect arrested for illegal logging in Sharqiyah,,
MOR43512,"35 pieces of wood (700 m3) seized in Rovieng District, Preah Vihear",,
MOR43513,"Timber seized in Malda, West Bengal - 3 arrested",Land - Vehicle,
MOR43515,"0.52 m3 of wood seized in Soppong District, Mae Hong Son - 1 arrested",,Routine Inspection
MOR43516,"2,398 kg of teak seized in Katha Township, Katha District",,Routine Inspection
MOR43517,"288 pieces of sawn wood seized at Balwharteco Port, Allen, Northern Samar - 3 arrested",Land - Vehicle,
MOR43518,Sawn wood seized in Ikom,Land - Vehicle,
MOR43520,"2 ivory bangles, 2 ivory bead bracelets and 3 black wood bracelets seized at Guangzhou Baiyun Airport",Air,X-ray
MOR43521,"10.2654 tonnes of timber seized in Taikkyi Township, Yangon North District",,
MOR43522,33.9138 tonnes of timber seized in Yedashe Township and Minhla Township in Bago Region,,
MOR43524,"41.6136 tonnes of timber seized in Bago and Thayawady districts, Bago region",,
MOR43525,"1.3090 tonnes of teak seized in Bamauk Township, Katha District",,
MOR43526,117 m3 of birch and larch veneer seized at port of Vostochny,,
MOR43531,"1 Chinese pangolin (3.5 kg) seized in Doan Tung, Hai Duong Province – 1 convicted",,Online
MOR43533,"Timber seized in Palasbari, Assam",Land - Vehicle,
MOR43534,"Red sanders logs seized in Chittoor, Andhra Pradesh - 3 arrested",Land - Vehicle,
MOR43536,"Timber seized in Pulwama district, Jammu and Kashmir - 1 arrested",Land - Vehicle,Intelligence
MOR43537,"31.3706 tonnes of timber seized in Myautzarmari, Thayawady, Bago",,
MOR43538,"8,742 kg of timber seized in Hlegu Township, Yangon",Land - Vehicle,
MOR43754,"7 deodar cedar logs seized in Triach Village, Kupwara District - 1 arrested",Land - Vehicle,Intelligence
MOR43755,"Logs seized in Al Saleel National Park, Sharqiyah - 1 arrested",,
MOR43756,"14.2622 tonnes of teak seized in Indaw Township, Katha District",,
MOR43757,"3.8862 tonnes of illegal timber seized in Thandwe Township, Rakhine",,
MOR43758,"6 kail logs seized in Dabruna, Anantnag district",,Investigation
MOR43759,"Logs seized in Daragutliyan Uri, Baramulla, Jammu and Kashmir - 2 arrested",,
MOR43761,"9 sawn wood pieces seized in Lac Duong, Lam Dong - 3 arrested",Land - Vehicle,
MOR43762,"2.2 m3 pine wood seized in Lac Duong district, Lam Dong",Land - Vehicle,
MOR43763,"34 red sanders logs seized in Kadapa District, Andhra Pradesh - 4 arrested",,
MOR43764,1 king cobra (2.6 kg) seized in Lai Chau province - 1 charged,,
MOR43766,"Timber seized in Lingal Forest, Donga Gali - 1 arrested",Land - Vehicle,
MOR43767,"3.5 m3 timber seized in Oluma Village, Odisha - 1 arrested",,
MOR43768,Rosewood pillars stolen from a property in Surin,,
MOR43769,"3.8332 tonnes of timber seized in An Township, Kyaukpyu District",,
MOR43770,"7.7332 tonnes of illegal timber seized on Yangon-Mandalay expressway, Hlegu Township, Yangon",,
MOR43771,"15,578 kg of timber seized in Bago District, Toungoo District, and Thayawady District, Bago Region",,
MOR43772,"1.6 m3 timber seized in Bhatli, Bargarh District",Land - Vehicle,Intelligence
MOR43773,"4,272 kg of teak seized in Mawlaik township, Sagaing",,
MOR43774,"Timber seized in Amoni Bazar, Assam",Land - Vehicle,
MOR43776,"Illegal harvesting of madrone and fir trees in Willow Creek, California - 3 charged",,
MOR43777,"61,842 kg of timber seized in Ayeyawady Region",,
MOR43778,"13 m3 of timber seized in Dedap Village, Tasik Putripuyu Sub-district, Meranti, Riau - 2 arrested",Lake/River,Intelligence
MOR43779,"Timber seized in Barangay Salvacion, Bobon town, Northern Samar - 2 arrested",Lake/River,
MOR43780,"Lauan wood seized in Barangay Alegria, San Isidro town, Northern Samar",,
MOR43781,"Timber seized in Chandrakhong, Manipur - suspects arrested",Land - Vehicle,
MOR43782,"Timber seized in Salug, Zamboanga del Norte - 2 arrested",,Intelligence
MOR43783,"54 teak logs and 29 pieces of sawn timber seized in Kaeng Sopha Subdistrict, Wang Thong District, Phitsanulok Province",,Intelligence
MOR43784,"20 pieces of sawn wood seized in Sonapur, Assam - 1 suspect fled",Land - Vehicle,
MOR43785,"Timber seized in Tanjung Paras, Lahad Datu, Sabah - suspect fled",Sea,Routine Inspection
MOR43786,"39 sawnwood pieces seized in Rathsun, Jammu and Kashmi - 2 arrested",Land - Vehicle,Routine Inspection
MOR43787,"72 kg of sandalwood logs seized in Pollachi, Tamil Nadu - 5 arrested",,
MOR43788,"5,834 kg of timber seized in An and Maungdaw townships, Rakhine State",,
MOR43789,"23 red sanders logs (570 kg) seized in Kumbhariya, Surat, Gujarat - 3 arrested",,Intelligence
MOR43790,"17.4 tonnes of timber seized in Thayawady District Forest Reserve, Bago",,
MOR43792,"837 kg of timber door pieces seized along Mudon-Chaung Nakwa Road, Mudon Township",,
MOR43793,895 kg of teak door pieces seized in Mingaladon Township,,
MOR43794,"71,740 kg of timber seized in Taungup and An townships, Rakhine",,Routine Inspection
MOR43795,4 arrested in Antananarivo on suspicion of rosewood & gold trafficking,,
MOR43796,4 m3 of timber seized in Lori Region,Land - Vehicle,
MOR43797,Timber seized in Al Saleel Natural Park - 1 arrested,Land - Vehicle,
MOR43799,"31 red sanders logs seized in Thimminaidupalem, Andhra Pradesh - 2 arrested",,Intelligence
MOR43800,"11 red sanders logs seized in Srivari Mettu, Andhra Pradesh",,Operation
MOR43801,"10 red sanders logs seized in Musalikunta, Andhra Pradesh",,
MOR43802,"Timber seized from a resort in  Laem Krathing, Phuket",,
MOR43803,"94 spruce trees and 1 oak felled in Chernyakhovsky District, Kaliningrad - 1 arrested",,
MOR43804,"139 pieces of Santa maria wood, 50 pieces of nargusta, 27 pieces of black cabbage and 11 pieces of redwood seized in Belmopan - 1 charged",,
MOR43805,Illegal logging in Qualicum Beach,,
MOR43806,"Sawn wood seized in San Isidro town, Northern Samar - 4 arrested",Sea,Routine Inspection
MOR43807,Timber seized in Al-Saleel National Park - 1 arrested,Land - Vehicle,
MOR43809,"21,623 kg of timber seized in Thayawady, Pyay, Toungoo and Bago districts, Bago",,
MOR43810,"Timber seized in Alipurduar, West Bengal - 1 arrested",,
MOR43813,"1,204 kg of teak seized in Thayawady district, Bago",,
MOR43814,"Timber seized in Aloosa Chowk, Bandipora, Jammu and Kashmir - 1 arrested",Land - Vehicle,Intelligence
MOR43816,"717 logs seized in Tamin, Selangau",,Routine Inspection
MOR43817,"5,090 kg of timber seized in Toungoo and Thayawady districts, Bago Region",,Intelligence
MOR43818,"50 logs seized in Tulai, Bintangor - 2 arrested",Land - Vehicle,Intelligence
MOR43820,15 kg of wild deer and boar meat seized in Phnom Penh,,
MOR43831,52 logs & 19 planks seized from premises in Atsimo-Andrefana Region,,Intelligence
MOR43884,49 m3 timber seized from storage facility,,
MOR43891,102 logs seized in Mexico,,Intelligence
MOR43892,"124 m3 timber seized in Tuxpan, Michoacan",,
MOR43897,"1,200 m3 timber seized across Operation Arcadia LAC in Latin America & the Caribbean - 69 arrested",,Operation
MOR43900,8.6942 tonnes timber seized in Hlegu and Hmawby townships,Land - Vehicle,
MOR43903,6.4256 tonnes timber seized in Hlegu,Land - Vehicle,
MOR43906,3.324 tonnes timber seized in Taik Kyi,,
